Transaction_ID,Date_Created,Subscription_Type,Negotiation_Success_Prob,User_Feedback, Monthly_Fee_USD 
TRX-26674,,netflix,0.9,Spaces at the beginning, $50.60 
TRX-76024,,electricity bill,0.9,Negotiation needed ASAP, $36.74 
TRX-79414,,gym membership,,, $55.86 
TRX-7609,,netflix,0.852735547,Spaces at the beginning, $123.74 
TRX-92738,,netflix,0.329313143,, $64.22 
TRX-42628,,netflix,0.0085,, $4.16 
TRX-20861,,spotify,,Negotiation needed ASAP, $29.48 
TRX-70875,,gym membership,0.286820917,Negotiation needed ASAP, $7.22 
TRX-49438,03/01/2026,spotify,,Negotiation needed ASAP, $6.84 
TRX-81259,,internet provider,0.462803436,Stop charging me., $32.39 
TRX-23751,03/01/2026,electricity bill,0.951492289,Spaces at the beginning, $38.51 
TRX-73172,,netflix,0.597384054,Stop charging me., $3.76 
TRX-20906,,gym membership,0.9,Spaces at the beginning, $46.46 
TRX-27372,,gym membership,0.352364693,, $13.16 
TRX-90750,,gym membership,,Negotiation needed ASAP, $60.87 
TRX-47210,03/01/2026,gym membership,0.623115656,Negotiation needed ASAP, $127.42 
TRX-31637,03/01/2026,electricity bill,0.9,, $11.11 
TRX-17127,03/01/2026,cloud storage,0.893612308,Negotiation needed ASAP, $24.23 
TRX-51071,05/11/2025,cloud storage,,Spaces at the beginning, $38.55 
TRX-2097,03/01/2026,cloud storage,0.0085,Stop charging me., $12.51 
TRX-98716,,gym membership,0.771515873,It's too expensive!!!, $46.46 
TRX-11787,07/07/2025,netflix,0.902321072,It's too expensive!!!, $44.83 
TRX-75532,,electricity bill,0.9,Negotiation needed ASAP, $69.62 
TRX-32089,,cloud storage,,, $49.68 
TRX-92774,03/01/2026,internet provider,0.0085,Spaces at the beginning, $10.32 
TRX-60993,03/01/2026,internet provider,0.813271289,Negotiation needed ASAP, $6.07 
TRX-9682,03/01/2026,spotify,0.145378002,Spaces at the beginning, $62.35 
TRX-89791,,internet provider,0.565821597,Stop charging me., $55.74 
TRX-59742,,spotify,,, $45.16 
TRX-91352,03/01/2026,gym membership,0.288773333,, $38.92 
TRX-18332,,cloud storage,0.9,It's too expensive!!!, $113.60 
TRX-71730,03/01/2026,internet provider,0.310324968,, $32.36 
TRX-21260,03/01/2026,gym membership,0.0085,, $88.93 
TRX-30870,03/01/2026,spotify,0.0085,Negotiation needed ASAP, $106.37 
TRX-58893,,gym membership,0.021274891,Spaces at the beginning, $99.79 
TRX-71001,03/01/2026,cloud storage,0.0085,Negotiation needed ASAP, $10.33 
TRX-2915,,electricity bill,0.494550791,Stop charging me., $36.68 
TRX-12270,,netflix,0.711509355,Spaces at the beginning, $44.83 
TRX-34556,,spotify,0.0085,, $45.16 
TRX-47354,,electricity bill,0.9,Stop charging me., $10.48 
TRX-64031,03/01/2026,electricity bill,,, $91.81 
TRX-92396,,netflix,0.523217565,Stop charging me., $146.70 
TRX-70117,03/01/2026,electricity bill,,, $13.85 
TRX-23292,,internet provider,0.0085,Negotiation needed ASAP, $81.04 
TRX-66569,03/01/2026,cloud storage,,It's too expensive!!!, $66.39 
TRX-28269,,netflix,,, $130.70 
TRX-66358,,cloud storage,0.0085,It's too expensive!!!, $83.03 
TRX-19036,03/01/2026,internet provider,0.9,Spaces at the beginning, $99.59 
TRX-63282,03/01/2026,cloud storage,0.0085,Negotiation needed ASAP, $55.72 
TRX-60156,03/01/2026,electricity bill,0.9,Spaces at the beginning, $38.51 
TRX-72282,,netflix,0.912319814,Negotiation needed ASAP, $44.83 
TRX-28208,03/01/2026,cloud storage,0.9,Spaces at the beginning, $43.01 
TRX-7264,03/12/2026,internet provider,0.0085,It's too expensive!!!, $40.09 
TRX-97825,,internet provider,0.0085,It's too expensive!!!, $71.73 
TRX-19356,,netflix,0.098444261,, $48.17 
TRX-43508,,spotify,0.0085,Negotiation needed ASAP, $45.16 
TRX-29493,03/01/2026,cloud storage,0.9,, $62.16 
TRX-4847,03/01/2026,gym membership,0.9,Negotiation needed ASAP, $36.02 
TRX-77087,03/01/2026,gym membership,0.9,, $46.46 
TRX-44429,,gym membership,0.9,Stop charging me., $5.96 
TRX-34693,10/03/2025,internet provider,0.9,Stop charging me., $30.47 
TRX-26333,,electricity bill,0.0085,, $52.32 
TRX-50964,,internet provider,0.0085,It's too expensive!!!, $118.14 
TRX-33966,03/01/2026,spotify,,Stop charging me., $45.16 
TRX-51029,,internet provider,,, $76.48 
TRX-52061,09/07/2025,internet provider,0.394828435,Stop charging me., $7.01 
TRX-46436,,gym membership,,Spaces at the beginning, $4.65 
TRX-91511,,cloud storage,0.9,Negotiation needed ASAP, $12.28 
TRX-86217,03/01/2026,electricity bill,,It's too expensive!!!, $61.80 
TRX-35246,,netflix,0.9,Spaces at the beginning, $73.91 
TRX-81681,,internet provider,0.94212263,It's too expensive!!!, $44.07 
TRX-43947,,spotify,,Spaces at the beginning, $144.94 
TRX-36124,03/01/2026,gym membership,,It's too expensive!!!, $5.12 
TRX-33021,,electricity bill,0.9,, $17.47 
TRX-69748,,electricity bill,0.0085,Stop charging me., $38.51 
TRX-31375,,spotify,,Stop charging me., $106.88 
TRX-49773,03/01/2026,spotify,,It's too expensive!!!, $22.59 
TRX-35513,06/09/2025,cloud storage,0.316238018,Stop charging me., $11.68 
TRX-60293,,cloud storage,,Spaces at the beginning, $43.01 
TRX-72062,,electricity bill,0.721696493,Negotiation needed ASAP, $38.51 
TRX-36513,,cloud storage,0.9,It's too expensive!!!, $9.93 
TRX-82828,03/01/2026,cloud storage,,, $4.88 
TRX-85715,,netflix,0.0085,Stop charging me., $33.55 
TRX-20259,,gym membership,0.0085,Negotiation needed ASAP, $47.87 
TRX-39992,03/01/2026,spotify,0.9,Stop charging me., $13.33 
TRX-66530,,cloud storage,,, $87.51 
TRX-70245,03/01/2026,gym membership,,Stop charging me., $121.67 
TRX-97683,,internet provider,0.9,, $6.83 
TRX-7812,,electricity bill,0.9,Negotiation needed ASAP, $38.51 
TRX-89384,03/01/2026,spotify,0.9,, $143.40 
TRX-17367,03/01/2026,internet provider,0.0085,, $115.48 
TRX-87928,,spotify,0.0085,, $114.61 
TRX-78534,03/01/2026,netflix,0.410009022,Negotiation needed ASAP, $8.21 
TRX-39679,,netflix,0.9,Negotiation needed ASAP, $127.05 
TRX-30777,02/04/2026,internet provider,0.0085,, $83.43 
TRX-87682,,netflix,0.402723311,Negotiation needed ASAP, $44.83 
TRX-34628,,cloud storage,0.9,Spaces at the beginning, $54.82 
TRX-58465,,spotify,,Spaces at the beginning, $120.34 
TRX-52065,,spotify,0.9,It's too expensive!!!, $45.16 
TRX-6249,,internet provider,0.9,, $18.69 
TRX-3723,03/01/2026,spotify,0.0085,Stop charging me., $21.00 
TRX-14457,,electricity bill,0.9,, $6.80 
TRX-93197,,spotify,0.0085,, $7.43 
TRX-23876,03/01/2026,netflix,0.0085,Negotiation needed ASAP, $86.25 
TRX-1873,,internet provider,,Negotiation needed ASAP, $18.16 
TRX-1195,,internet provider,0.567760038,, $46.38 
TRX-44170,03/01/2026,netflix,0.9,Negotiation needed ASAP, $44.83 
TRX-45073,,gym membership,,Negotiation needed ASAP, $46.46 
TRX-50184,03/01/2026,cloud storage,0.0085,, $101.09 
TRX-41943,,netflix,,Stop charging me., $50.73 
TRX-3105,,netflix,,Stop charging me., $71.09 
TRX-18264,03/01/2026,cloud storage,0.0085,Stop charging me., $68.20 
TRX-41009,,gym membership,0.9,, $109.10 
TRX-45822,,electricity bill,0.9,Negotiation needed ASAP, $8.57 
TRX-6059,,netflix,0.0085,Stop charging me., $53.84 
TRX-87701,08/04/2025,spotify,0.983048617,It's too expensive!!!, $5.86 
TRX-91612,,spotify,0.753631454,Stop charging me., $45.16 
TRX-77418,05/04/2025,cloud storage,0.830128586,Negotiation needed ASAP, $75.90 
TRX-66289,,netflix,0.054872629,, $137.60 
TRX-60237,05/08/2025,spotify,0.0085,It's too expensive!!!, $145.20 
TRX-51169,03/01/2026,cloud storage,0.55667936,Negotiation needed ASAP, $43.01 
TRX-82883,03/01/2026,internet provider,0.0085,Stop charging me., $95.97 
TRX-84989,,netflix,0.967545926,Spaces at the beginning, $44.83 
TRX-83022,,cloud storage,0.0085,Spaces at the beginning, $72.05 
TRX-33722,,gym membership,0.803946513,, $66.99 
TRX-51759,01/02/2026,spotify,0.0085,Spaces at the beginning, $60.91 
TRX-34493,,spotify,0.9,It's too expensive!!!, $9.90 
TRX-96611,03/01/2026,internet provider,0.9,, $46.38 
TRX-89203,,electricity bill,0.0085,Spaces at the beginning, $38.51 
TRX-96880,,gym membership,,, $116.24 
TRX-40459,03/01/2026,spotify,0.9,, $125.33 
TRX-22591,,electricity bill,0.0085,Spaces at the beginning, $3.57 
TRX-72930,,electricity bill,0.0085,Stop charging me., $38.51 
TRX-47167,,netflix,0.0085,Spaces at the beginning, $44.83 
TRX-93962,03/01/2026,cloud storage,0.152718216,Spaces at the beginning, $43.01 
TRX-42441,,cloud storage,0.969511181,Negotiation needed ASAP, $43.01 
TRX-19018,,spotify,0.0085,Negotiation needed ASAP, $45.16 
TRX-72125,,netflix,0.9,Negotiation needed ASAP, $130.42 
TRX-24800,,gym membership,0.9,, $46.46 
TRX-21420,,electricity bill,0.9,Negotiation needed ASAP, $117.68 
TRX-49076,04/08/2026,cloud storage,,, $7.83 
TRX-36479,01/04/2026,cloud storage,,It's too expensive!!!, $43.01 
TRX-16327,,gym membership,0.9,Spaces at the beginning, $46.46 
TRX-34763,,internet provider,0.584375364,Stop charging me., $68.85 
TRX-49608,,spotify,0.44057591,Spaces at the beginning, $45.16 
TRX-59194,,spotify,0.0085,It's too expensive!!!, $71.82 
TRX-54987,12/12/2025,internet provider,0.9,, $5.26 
TRX-33266,,spotify,,, $45.16 
TRX-36615,03/01/2026,internet provider,0.9,, $46.38 
TRX-28902,03/01/2026,cloud storage,0.0085,Negotiation needed ASAP, $7.84 
TRX-53610,,internet provider,0.0085,, $46.38 
TRX-13503,03/03/2026,electricity bill,0.0085,Negotiation needed ASAP, $8.99 
TRX-92340,,gym membership,0.9,Spaces at the beginning, $35.64 
TRX-25694,,cloud storage,0.0085,Spaces at the beginning, $43.01 
TRX-48346,,cloud storage,0.0085,Stop charging me., $11.77 
TRX-60451,,cloud storage,0.0085,Negotiation needed ASAP, $91.97 
TRX-9170,03/01/2026,spotify,,Stop charging me., $91.38 
TRX-15677,,cloud storage,0.695932481,Spaces at the beginning, $126.24 
TRX-48782,03/01/2026,electricity bill,0.866831923,Spaces at the beginning, $25.44 
TRX-86749,,cloud storage,0.0085,Stop charging me., $67.02 
TRX-84193,,cloud storage,,Negotiation needed ASAP, $3.45 
TRX-44847,,internet provider,,Negotiation needed ASAP, $8.15 
TRX-13528,,netflix,0.156558771,Stop charging me., $9.42 
TRX-33041,,gym membership,,Negotiation needed ASAP, $56.23 
TRX-58419,,spotify,0.0085,, $45.16 
TRX-26528,,gym membership,0.0085,Stop charging me., $10.33 
TRX-97617,,electricity bill,0.19320581,, $108.19 
TRX-11000,,cloud storage,0.9,Stop charging me., $24.83 
TRX-18358,,cloud storage,0.542738163,Spaces at the beginning, $11.85 
TRX-97189,,gym membership,,It's too expensive!!!, $12.65 
TRX-10577,,electricity bill,0.0085,Stop charging me., $38.51 
TRX-34085,,cloud storage,0.0085,Negotiation needed ASAP, $104.07 
TRX-37887,,electricity bill,0.206090358,It's too expensive!!!, $75.91 
TRX-31184,,gym membership,0.0085,Stop charging me., $46.46 
TRX-2767,03/01/2026,gym membership,0.9,Stop charging me., $46.46 
TRX-37536,,electricity bill,0.284763249,, $88.38 
TRX-38749,03/01/2026,gym membership,0.9,Stop charging me., $65.97 
TRX-88241,,spotify,0.9,It's too expensive!!!, $10.41 
TRX-13356,02/01/2026,spotify,0.822208213,Stop charging me., $7.00 
TRX-65045,,electricity bill,0.0085,Negotiation needed ASAP, $5.21 
TRX-47887,,netflix,0.0085,Stop charging me., $44.83 
TRX-48896,,internet provider,0.9,, $59.10 
TRX-63837,,cloud storage,0.9,It's too expensive!!!, $134.59 
TRX-37047,,electricity bill,,Negotiation needed ASAP, $13.25 
TRX-1311,11/01/2025,electricity bill,,It's too expensive!!!, $7.75 
TRX-73992,03/01/2026,internet provider,0.9,, $142.23 
TRX-7713,03/01/2026,spotify,0.110083134,, $12.76 
TRX-52651,07/10/2025,cloud storage,0.9,, $43.01 
TRX-34156,,cloud storage,0.300543514,Spaces at the beginning, $4.52 
TRX-22609,03/01/2026,electricity bill,0.9,Negotiation needed ASAP, $38.51 
TRX-17888,03/01/2026,netflix,,It's too expensive!!!, $65.97 
TRX-11824,,spotify,0.023416997,, $13.21 
TRX-59441,03/01/2026,internet provider,0.9,, $144.13 
TRX-2036,03/01/2026,gym membership,0.094170478,Spaces at the beginning, $10.68 
TRX-2776,03/01/2026,electricity bill,,Stop charging me., $38.51 
TRX-33551,,netflix,,Stop charging me., $6.86 
TRX-68941,,netflix,0.9,It's too expensive!!!, $7.04 
TRX-10264,,internet provider,0.9,, $46.38 
TRX-1536,03/01/2026,gym membership,0.0085,Spaces at the beginning, $62.36 
TRX-78028,11/12/2025,netflix,0.9,Negotiation needed ASAP, $44.83 
TRX-9422,,gym membership,,Negotiation needed ASAP, $128.75 
TRX-90391,,spotify,0.9,Stop charging me., $116.08 
TRX-76591,03/01/2026,spotify,0.0085,, $5.51 
TRX-34220,03/01/2026,electricity bill,0.9,Stop charging me., $38.51 
TRX-59725,,netflix,0.9,Negotiation needed ASAP, $84.27 
TRX-62216,03/01/2026,spotify,0.9,, $45.16 
TRX-53262,,spotify,0.9,Spaces at the beginning, $101.19 
TRX-65959,03/01/2026,netflix,0.856746152,, $81.19 
TRX-34961,03/01/2026,electricity bill,0.9,It's too expensive!!!, $66.95 
TRX-79545,,electricity bill,0.0085,Stop charging me., $11.51 
TRX-8214,,internet provider,0.9,It's too expensive!!!, $60.82 
TRX-44443,,cloud storage,0.0085,It's too expensive!!!, $111.12 
TRX-36191,,internet provider,,, $46.38 
TRX-79556,,netflix,0.9,Stop charging me., $114.87 
TRX-66161,,internet provider,0.9,, $17.71 
TRX-59231,12/02/2025,cloud storage,0.9,It's too expensive!!!, $8.50 
TRX-96973,03/01/2026,electricity bill,,Stop charging me., $38.51 
TRX-88154,03/01/2026,netflix,0.0085,Spaces at the beginning, $9.69 
TRX-45379,03/01/2026,spotify,0.0085,Negotiation needed ASAP, $3.60 
TRX-64380,11/06/2025,cloud storage,0.9,Spaces at the beginning, $86.05 
TRX-71134,03/01/2026,electricity bill,0.0085,It's too expensive!!!, $38.51 
TRX-27195,03/01/2026,electricity bill,,Negotiation needed ASAP, $3.81 
TRX-21196,,internet provider,0.309209417,It's too expensive!!!, $136.87 
TRX-60297,06/11/2025,electricity bill,0.421994148,, $37.83 
TRX-79364,,netflix,,Stop charging me., $8.21 
TRX-32995,,cloud storage,0.9,It's too expensive!!!, $47.53 
TRX-39772,,spotify,0.9,Spaces at the beginning, $33.22 
TRX-66483,,internet provider,0.9,Spaces at the beginning, $143.54 
TRX-10157,03/01/2026,electricity bill,0.0085,Negotiation needed ASAP, $38.51 
TRX-63786,,netflix,,Negotiation needed ASAP, $44.83 
TRX-95290,03/01/2026,internet provider,,Spaces at the beginning, $46.38 
TRX-98985,03/01/2026,electricity bill,,It's too expensive!!!, $38.51 
TRX-32189,,electricity bill,0.0085,Stop charging me., $9.25 
TRX-14282,,electricity bill,0.0085,, $12.26 
TRX-60048,03/01/2026,electricity bill,0.0085,, $99.27 
TRX-87386,03/01/2026,netflix,0.0085,Spaces at the beginning, $44.83 
TRX-94420,,gym membership,0.0085,Stop charging me., $7.32 
TRX-45673,01/07/2026,netflix,,Stop charging me., $3.60 
TRX-5092,03/01/2026,spotify,,Negotiation needed ASAP, $45.16 
TRX-83550,01/10/2026,gym membership,0.0085,Stop charging me., $51.83 
TRX-20599,,electricity bill,0.905701905,It's too expensive!!!, $7.07 
TRX-44836,03/01/2026,internet provider,0.9,Stop charging me., $3.72 
TRX-59094,,gym membership,0.0085,Negotiation needed ASAP, $46.46 
TRX-48689,03/01/2026,spotify,0.0085,Negotiation needed ASAP, $45.16 
TRX-38649,,netflix,0.882275043,Stop charging me., $57.61 
TRX-44345,,spotify,,Negotiation needed ASAP, $84.34 
TRX-50718,,electricity bill,,It's too expensive!!!, $38.51 
TRX-42269,03/01/2026,cloud storage,0.0085,Negotiation needed ASAP, $43.01 
TRX-42358,03/10/2026,gym membership,0.9,Stop charging me., $90.87 
TRX-50904,,netflix,,Spaces at the beginning, $58.20 
TRX-91602,,cloud storage,0.0085,It's too expensive!!!, $8.42 
TRX-75280,,internet provider,,, $132.17 
TRX-13017,,spotify,0.9,, $145.18 
TRX-51759,03/01/2026,electricity bill,,, $38.51 
TRX-37637,,cloud storage,0.9,It's too expensive!!!, $43.01 
TRX-77191,,electricity bill,0.0085,, $6.08 
TRX-60575,,cloud storage,0.9,It's too expensive!!!, $24.05 
TRX-7143,,electricity bill,,Stop charging me., $80.53 
TRX-2212,,netflix,,It's too expensive!!!, $44.83 
TRX-58965,,cloud storage,0.0085,Stop charging me., $43.01 
TRX-95273,,spotify,0.0085,Negotiation needed ASAP, $37.84 
TRX-15194,03/01/2026,spotify,0.0085,Stop charging me., $127.90 
TRX-85248,,netflix,0.0085,Negotiation needed ASAP, $142.50 
TRX-89094,,internet provider,0.0085,, $112.60 
TRX-95763,,gym membership,0.0085,Negotiation needed ASAP, $12.05 
TRX-41929,,electricity bill,0.9,Stop charging me., $12.59 
TRX-50522,03/01/2026,cloud storage,,It's too expensive!!!, $127.81 
TRX-56156,,electricity bill,0.9,It's too expensive!!!, $53.05 
TRX-89592,02/02/2026,gym membership,0.9,Spaces at the beginning, $66.28 
TRX-58038,,netflix,0.0085,Stop charging me., $68.54 
TRX-73001,,netflix,0.590614197,It's too expensive!!!, $6.31 
TRX-79314,,gym membership,0.0085,, $6.00 
TRX-78520,,electricity bill,0.859896224,Stop charging me., $83.91 
TRX-72238,,cloud storage,,Stop charging me., $98.94 
TRX-47456,,cloud storage,0.690087223,Negotiation needed ASAP, $7.90 
TRX-10118,03/01/2026,netflix,0.535953343,Spaces at the beginning, $9.80 
TRX-73751,,cloud storage,,It's too expensive!!!, $105.16 
TRX-13423,,internet provider,,, $5.66 
TRX-52494,09/04/2025,gym membership,0.9,It's too expensive!!!, $11.73 
TRX-29424,,electricity bill,0.0085,Spaces at the beginning, $5.17 
TRX-75509,,gym membership,,Stop charging me., $3.71 
TRX-24943,03/01/2026,internet provider,0.0085,Spaces at the beginning, $46.38 
TRX-62610,,cloud storage,,Spaces at the beginning, $43.01 
TRX-73209,,electricity bill,,Stop charging me., $5.51 
TRX-25700,,internet provider,,Stop charging me., $22.70 
TRX-42441,,netflix,0.0085,Negotiation needed ASAP, $44.83 
TRX-12561,,spotify,,It's too expensive!!!, $13.07 
TRX-38711,,internet provider,0.0085,It's too expensive!!!, $46.38 
TRX-92631,,gym membership,0.9,, $46.46 
TRX-51527,,netflix,0.577140684,Stop charging me., $11.76 
TRX-20891,03/01/2026,cloud storage,0.9,, $100.17 
TRX-23076,,internet provider,0.9,Stop charging me., $108.41 
TRX-43456,03/01/2026,electricity bill,0.15218618,, $23.64 
TRX-9791,03/01/2026,netflix,0.839020248,Spaces at the beginning, $61.39 
TRX-89026,03/01/2026,gym membership,0.9,Spaces at the beginning, $46.46 
TRX-4965,08/11/2025,electricity bill,0.0085,Negotiation needed ASAP, $104.02 
TRX-15616,,gym membership,0.0085,, $46.57 
TRX-81064,03/01/2026,electricity bill,0.9,Stop charging me., $38.51 
TRX-83094,,cloud storage,0.9,Negotiation needed ASAP, $105.24 
TRX-62529,03/01/2026,gym membership,0.0085,It's too expensive!!!, $104.09 
TRX-38581,03/08/2026,netflix,0.9,It's too expensive!!!, $44.83 
TRX-16971,10/07/2025,gym membership,0.0085,Spaces at the beginning, $96.38 
TRX-69476,03/01/2026,cloud storage,0.329047708,Spaces at the beginning, $111.84 
TRX-84800,,netflix,0.9,, $44.83 
TRX-75152,,internet provider,,, $121.37 
TRX-12528,03/01/2026,cloud storage,0.9,Stop charging me., $82.29 
TRX-13143,03/01/2026,cloud storage,0.9,It's too expensive!!!, $11.86 
TRX-53223,,gym membership,0.0085,, $46.46 
TRX-6453,,gym membership,0.0085,It's too expensive!!!, $46.46 
TRX-87103,03/01/2026,spotify,0.9,Stop charging me., $7.10 
TRX-89171,03/01/2026,gym membership,0.0085,It's too expensive!!!, $44.14 
TRX-5715,,spotify,0.007849605,Spaces at the beginning, $45.16 
TRX-52057,,cloud storage,0.426201092,Spaces at the beginning, $43.01 
TRX-67673,11/02/2025,internet provider,0.305788371,It's too expensive!!!, $11.73 
TRX-7219,03/01/2026,cloud storage,0.0085,Negotiation needed ASAP, $67.75 
TRX-92366,03/01/2026,internet provider,0.9,Stop charging me., $46.38 
TRX-36887,03/01/2026,cloud storage,0.0085,, $83.88 
TRX-81734,,spotify,0.900006299,Stop charging me., $99.25 
TRX-50369,,gym membership,0.484389625,Stop charging me., $46.46 
TRX-64102,,internet provider,0.0085,Stop charging me., $46.38 
TRX-82993,,cloud storage,0.9,Spaces at the beginning, $118.18 
TRX-60468,03/01/2026,internet provider,,Negotiation needed ASAP, $46.38 
TRX-93291,,netflix,0.0085,Negotiation needed ASAP, $12.12 
TRX-98491,,cloud storage,0.74238108,Spaces at the beginning, $18.16 
TRX-54719,08/12/2025,spotify,0.9,Negotiation needed ASAP, $73.74 
TRX-5090,03/01/2026,gym membership,0.0085,Stop charging me., $110.81 
TRX-45453,09/07/2025,internet provider,0.9,It's too expensive!!!, $46.38 
TRX-32221,,electricity bill,0.9,Spaces at the beginning, $147.85 
TRX-22669,,spotify,0.323273018,Stop charging me., $45.16 
TRX-59152,,spotify,0.898530428,Negotiation needed ASAP, $10.29 
TRX-98182,,internet provider,0.0085,Negotiation needed ASAP, $12.10 
TRX-52010,06/11/2025,electricity bill,,, $71.15 
TRX-50338,,spotify,,Stop charging me., $139.76 
TRX-4355,04/10/2025,internet provider,,, $76.09 
TRX-62247,03/01/2026,electricity bill,0.9,Negotiation needed ASAP, $88.96 
TRX-88766,,spotify,0.154271202,, $5.46 
TRX-22221,,spotify,0.257813482,Stop charging me., $68.87 
TRX-10722,,gym membership,,Negotiation needed ASAP, $72.37 
TRX-81844,,cloud storage,,, $6.61 
TRX-29789,,netflix,0.0085,Negotiation needed ASAP, $6.83 
TRX-90950,03/01/2026,cloud storage,,, $143.17 
TRX-41510,,spotify,0.989975521,, $5.20 
TRX-79140,,cloud storage,0.0085,It's too expensive!!!, $43.01 
TRX-33762,03/01/2026,spotify,0.9,, $94.79 
TRX-76785,,electricity bill,0.9,It's too expensive!!!, $143.03 
TRX-81639,,electricity bill,0.094016901,It's too expensive!!!, $5.12 
TRX-23756,,electricity bill,0.9,, $7.62 
TRX-18482,03/01/2026,internet provider,,Negotiation needed ASAP, $138.88 
TRX-50785,,internet provider,0.9,It's too expensive!!!, $4.38 
TRX-55545,,electricity bill,0.0085,Spaces at the beginning, $9.88 
TRX-89755,,spotify,0.184029428,Spaces at the beginning, $3.72 
TRX-61415,,netflix,0.9,Spaces at the beginning, $107.92 
TRX-28670,,cloud storage,0.0085,Spaces at the beginning, $5.46 
TRX-2751,03/11/2026,cloud storage,0.9,Negotiation needed ASAP, $138.59 
TRX-56142,,netflix,0.9,Stop charging me., $31.71 
TRX-44798,,electricity bill,0.0085,It's too expensive!!!, $113.86 
TRX-55065,,gym membership,0.9,, $137.11 
TRX-88210,,netflix,0.0085,It's too expensive!!!, $5.02 
TRX-84922,,gym membership,,It's too expensive!!!, $96.28 
TRX-47547,,spotify,0.0085,Stop charging me., $59.18 
TRX-46464,,netflix,0.491370659,, $146.11 
TRX-65619,,cloud storage,0.187834679,Stop charging me., $134.58 
TRX-6396,,spotify,0.9,Stop charging me., $61.66 
TRX-45798,,electricity bill,0.0085,, $83.41 
TRX-82521,,netflix,0.9,Stop charging me., $13.29 
TRX-43298,,gym membership,0.436376431,Negotiation needed ASAP, $6.55 
TRX-29771,,netflix,0.9,, $86.67 
TRX-58148,03/01/2026,internet provider,0.9,It's too expensive!!!, $4.70 
TRX-70850,02/02/2026,electricity bill,0.9,Spaces at the beginning, $38.51 
TRX-52935,,cloud storage,,It's too expensive!!!, $43.01 
TRX-83985,,spotify,0.195859545,Negotiation needed ASAP, $10.94 
TRX-36382,,internet provider,,, $11.34 
TRX-63617,,gym membership,0.9,, $97.34 
TRX-15465,03/01/2026,gym membership,,Spaces at the beginning, $53.68 
TRX-96050,,netflix,0.743543216,It's too expensive!!!, $37.66 
TRX-26337,,gym membership,0.949919057,Stop charging me., $10.02 
TRX-47713,,netflix,,Negotiation needed ASAP, $122.56 
TRX-5667,,gym membership,0.9,It's too expensive!!!, $46.46 
TRX-54630,,netflix,0.9,Negotiation needed ASAP, $44.83 
TRX-85175,,spotify,0.9,It's too expensive!!!, $45.16 
TRX-67971,,spotify,,Negotiation needed ASAP, $6.48 
TRX-35081,,internet provider,,It's too expensive!!!, $46.38 
TRX-60007,,electricity bill,0.692732934,, $100.28 
TRX-67393,,gym membership,0.980477181,Spaces at the beginning, $99.61 
TRX-40294,,electricity bill,,, $11.19 
TRX-90792,03/01/2026,gym membership,0.02248698,Spaces at the beginning, $46.46 
TRX-38642,03/01/2026,electricity bill,0.9,Negotiation needed ASAP, $87.14 
TRX-95426,,spotify,0.30750332,Spaces at the beginning, $119.84 
TRX-6467,02/11/2026,gym membership,0.0085,Stop charging me., $7.80 
TRX-25334,,electricity bill,0.03799312,Negotiation needed ASAP, $142.76 
TRX-8045,,internet provider,,Spaces at the beginning, $46.38 
TRX-46213,,internet provider,0.0085,Negotiation needed ASAP, $46.38 
TRX-20476,,gym membership,0.0085,Spaces at the beginning, $46.46 
TRX-89765,,electricity bill,0.0085,Spaces at the beginning, $59.58 
TRX-82423,03/01/2026,electricity bill,0.0085,, $38.51 
TRX-9254,03/01/2026,cloud storage,,, $5.02 
TRX-59866,12/09/2025,spotify,0.9,Spaces at the beginning, $7.56 
TRX-67928,,cloud storage,0.164655758,Negotiation needed ASAP, $10.63 
TRX-79548,,internet provider,0.9,Spaces at the beginning, $111.71 
TRX-99040,,electricity bill,0.0085,Negotiation needed ASAP, $5.26 
TRX-41063,,cloud storage,,, $130.41 
TRX-60626,03/01/2026,spotify,0.0085,Negotiation needed ASAP, $12.09 
TRX-17505,03/01/2026,internet provider,0.9,Negotiation needed ASAP, $13.13 
TRX-46053,03/01/2026,spotify,0.9,Negotiation needed ASAP, $7.12 
TRX-97025,07/08/2025,spotify,,, $45.16 
TRX-35992,03/01/2026,gym membership,0.0085,Spaces at the beginning, $4.85 
TRX-82756,,gym membership,0.9,Spaces at the beginning, $7.92 
TRX-90102,03/01/2026,spotify,0.0085,Negotiation needed ASAP, $130.72 
TRX-37323,,internet provider,0.0085,, $116.19 
TRX-45872,,gym membership,0.266243062,It's too expensive!!!, $12.96 
TRX-73639,,netflix,0.9,Negotiation needed ASAP, $44.83 
TRX-75505,,gym membership,0.0085,It's too expensive!!!, $46.46 
TRX-8877,,electricity bill,0.841408702,Negotiation needed ASAP, $5.62 
TRX-81338,06/04/2025,cloud storage,0.0085,, $10.86 
TRX-92667,,netflix,0.9,It's too expensive!!!, $134.73 
TRX-26059,,spotify,,It's too expensive!!!, $7.94 
TRX-19748,03/01/2026,internet provider,,It's too expensive!!!, $89.70 
TRX-74894,03/01/2026,electricity bill,0.615577878,, $49.64 
TRX-93865,,cloud storage,0.707144466,Stop charging me., $128.86 
TRX-37530,,internet provider,0.00242309,Stop charging me., $42.02 
TRX-18201,03/01/2026,electricity bill,,Negotiation needed ASAP, $145.51 
TRX-41010,,internet provider,0.9,It's too expensive!!!, $86.42 
