Transaction_ID,Date_Created,Subscription_Type,Monthly_Fee,Negotiation_Success_Prob,User_Feedback,Monthly_Fee_USD,Monthly_Fee_Naira,Is_Prob_Imputed,Is_Date_Missing,Date_Created_Clean,Is_Outlier,Expected_Savings_USD,Priority_Score,Sentiment_Category,Cumulative_Savings,Cumulative_Percentage
TRX-72696,2026-03-01,netflix,$104.56,0.9,Negotiation needed ASAP,104.56,156840.0,0,0,2026-01-03,0,94.104,Critical,General Inquiry,61006.62279326918,41.05552294386505
TRX-76334,12/12/2025,cloud storage,$104.54,0.9,Negotiation needed ASAP,104.54,156810.0,0,0,1900-01-01,0,94.08600000000001,Critical,General Inquiry,61100.70879326919,41.11883983889768
TRX-84504,,internet provider,124.4131934375063,0.7532107434257534,Stop charging me.,124.4131934375063,186619.79015625943,0,1,1900-01-01,1,93.70935392103618,Critical,Churn Risk,61194.41814719022,41.18190326306061
TRX-71416,2025-07-24,internet provider,$103.94,0.9,It's too expensive!!!,103.94,155910.0,0,0,1900-01-01,0,93.546,Critical,Pricing Complaint,61287.96414719022,41.244856755213775
TRX-74573,,netflix,103.9255655956666,0.9,,103.9255655956666,155888.3483934999,0,1,1900-01-01,0,93.53300903609994,Critical,General Inquiry,61381.49715622632,41.307801504860095
TRX-54488,2025-09-05,gym membership,113.4671293448509,0.8238822029083134,Negotiation needed ASAP,113.4671293448509,170200.69401727634,0,0,2025-05-09,0,93.4835484823183,Critical,General Inquiry,61474.98070470864,41.37071296912186
TRX-56092,2026-03-21,electricity bill,103.8645363309448,0.9,It's too expensive!!!,103.8645363309448,155796.8044964172,0,0,1900-01-01,0,93.47808269785033,Critical,Pricing Complaint,61568.4587874065,41.43362075508398
TRX-72638,2026-03-01,cloud storage,$103.74,0.9,Negotiation needed ASAP,103.74,155610.0,0,0,2026-01-03,0,93.366,Critical,General Inquiry,61661.8247874065,41.49645311294398
TRX-48889,2026-02-04,internet provider,144.6381386262368,0.6440945719313577,Stop charging me.,144.6381386262368,216957.20793935523,0,0,2026-04-02,1,93.16063998341437,Critical,Churn Risk,61754.98542738991,41.55914727002369
TRX-71109,2026-03-01,gym membership,103.3407157519818,0.9,Negotiation needed ASAP,103.3407157519818,155011.0736279727,0,0,2026-01-03,0,93.00664417678362,Critical,General Inquiry,61847.992071566696,41.62173779280794
TRX-20654,10/06/2025,netflix,103.3106086089055,0.9,    Spaces at the beginning,103.3106086089055,154965.91291335825,0,0,1900-01-01,0,92.97954774801495,Critical,General Inquiry,61940.97161931471,41.6843100805547
TRX-49534,2026-03-01,internet provider,103.307873146338,0.9,Stop charging me.,103.307873146338,154961.809719507,0,0,2026-01-03,0,92.9770858317042,Critical,Churn Risk,62033.94870514642,41.746880711509846
TRX-6997,04/12/2025,electricity bill,103.2378082984737,0.9,It's too expensive!!!,103.2378082984737,154856.71244771054,0,0,1900-01-01,0,92.91402746862633,Critical,Pricing Complaint,62126.862732615045,41.809408906185894
TRX-42893,01/02/2026,internet provider,$113.58,0.8176434705021126,It's too expensive!!!,113.58,170370.0,0,0,1900-01-01,0,92.86794537962994,Critical,Pricing Complaint,62219.730677994674,41.87190608907705
TRX-34332,2026-03-01,spotify,103.1592986694553,0.9,It's too expensive!!!,103.1592986694553,154738.94800418295,0,0,2026-01-03,0,92.84336880250977,Critical,Pricing Complaint,62312.574046797185,41.934386732711
TRX-52588,30/05/2025,cloud storage,103.1368356768338,0.9,,103.1368356768338,154705.2535152507,0,0,1900-01-01,0,92.82315210915041,Critical,General Inquiry,62405.397198906336,41.99685377115129
TRX-25229,24/01/2026,gym membership,103.0685410621846,0.9,,103.0685410621846,154602.81159327689,0,0,1900-01-01,0,92.76168695596614,Critical,General Inquiry,62498.1588858623,42.05927944549221
TRX-1047,2026-03-01,internet provider,103.0399422676637,0.9,It's too expensive!!!,103.0399422676637,154559.91340149555,0,0,2026-01-03,0,92.73594804089734,Critical,Pricing Complaint,62590.8948339032,42.12168779835934
TRX-85545,,gym membership,$102.94,0.9,    Spaces at the beginning,102.94,154410.0,0,1,1900-01-01,0,92.646,Critical,General Inquiry,62683.5408339032,42.18403561904672
TRX-17012,2025-10-14,gym membership,93.02211427832279,0.9952115250402354,,93.02211427832279,139533.17141748418,0,0,1900-01-01,0,92.57668021339667,Critical,General Inquiry,62776.117514116595,42.24633678971548
TRX-68661,2026-03-01,electricity bill,102.8289276845157,0.9,    Spaces at the beginning,102.8289276845157,154243.39152677354,0,0,2026-01-03,0,92.54603491606413,Critical,General Inquiry,62868.66354903266,42.30861733707073
TRX-83670,2026-02-12,cloud storage,$102.76,0.9,Stop charging me.,102.76,154140.0,0,0,2026-12-02,0,92.48400000000001,Critical,Churn Risk,62961.147549032656,42.37085613689426
TRX-33511,2025-04-12,spotify,114.045478677719,0.8095487220672306,    Spaces at the beginning,114.045478677719,171068.2180165785,0,0,2025-12-04,0,92.32537152109302,Critical,General Inquiry,63053.47292055375,42.43298818478077
TRX-84913,2025-05-18,internet provider,102.5473207744938,0.9,,102.5473207744938,153820.9811617407,0,0,1900-01-01,0,92.29258869704442,Critical,General Inquiry,63145.7655092508,42.49509817086605
TRX-6189,,netflix,$134.15,0.6868885948811814,It's too expensive!!!,134.15,201225.0,0,1,1900-01-01,1,92.14610500331048,Critical,Pricing Complaint,63237.91161425411,42.55710957806968
TRX-80140,07/08/2025,netflix,102.2599155975635,0.9,Negotiation needed ASAP,102.2599155975635,153389.87339634527,0,0,1900-01-01,0,92.03392403780715,Critical,General Inquiry,63329.94553829192,42.61904549104018
TRX-23200,2026-03-01,spotify,102.1529043846898,0.9,Negotiation needed ASAP,102.1529043846898,153229.35657703472,0,0,2026-01-03,0,91.93761394622082,Critical,General Inquiry,63421.88315223814,42.680916590372526
TRX-55999,2026-01-22,spotify,133.2693485791235,0.6894398497323947,,133.2693485791235,199904.02286868522,0,0,1900-01-01,1,91.88119965832503,Critical,General Inquiry,63513.76435189646,42.74274972467771
TRX-12428,2026-03-01,spotify,101.8518171665542,0.9,Stop charging me.,101.8518171665542,152777.7257498313,0,0,2026-01-03,0,91.66663544989878,Critical,Churn Risk,63605.43098734636,42.80443846407332
TRX-1976,,netflix,96.66742635977931,0.9476670310055428,Negotiation needed ASAP,96.66742635977931,145001.13953966898,0,1,1900-01-01,0,91.60853293331901,Critical,General Inquiry,63697.03952027968,42.8660881023174
TRX-52764,,gym membership,112.5213315395808,0.8138356315654538,Negotiation needed ASAP,112.5213315395808,168781.9973093712,0,1,1900-01-01,0,91.57386891810056,Critical,General Inquiry,63788.61338919778,42.927714412778236
TRX-38391,06/10/2025,netflix,$101.58,0.9,Negotiation needed ASAP,101.58,152370.0,0,0,1900-01-01,0,91.422,Critical,General Inquiry,63880.03538919778,42.98923852027215
TRX-84229,2026-03-01,gym membership,101.4865036564032,0.9,    Spaces at the beginning,101.4865036564032,152229.7554846048,0,0,2026-01-03,0,91.33785329076288,Critical,General Inquiry,63971.373242488546,43.05070599969861
TRX-93865,27/04/2025,cloud storage,$128.86,0.7071444662435585,Stop charging me.,128.86,193290.00000000003,0,0,1900-01-01,1,91.12263592014496,Critical,Churn Risk,64062.49587840869,43.11202864465803
TRX-53262,2026-01-24,spotify,101.1863383092259,0.9,    Spaces at the beginning,101.1863383092259,151779.50746383885,0,0,1900-01-01,0,91.06770447830331,Critical,General Inquiry,64153.56358288699,43.173314322498676
TRX-91002,2026-04-05,gym membership,$101.17,0.9,,101.17,151755.0,0,0,2026-05-04,0,91.053,Critical,General Inquiry,64244.61658288699,43.23459010469162
TRX-77072,2025-04-26,electricity bill,$100.98,0.9,Negotiation needed ASAP,100.98,151470.0,0,0,1900-01-01,0,90.882,Critical,General Inquiry,64335.49858288699,43.29575080930607
TRX-9495,01/01/2026,spotify,100.9715795782752,0.9,It's too expensive!!!,100.9715795782752,151457.3693674128,0,0,1900-01-01,0,90.87442162044768,Critical,Pricing Complaint,64426.37300450744,43.356906413911354
TRX-39113,,gym membership,$100.96,0.9,,100.96,151440.0,0,1,1900-01-01,0,90.86399999999999,Critical,General Inquiry,64517.23700450744,43.41805500509649
TRX-36827,,cloud storage,97.4735484448596,0.9318311386065767,Stop charging me.,97.4735484448596,146210.3226672894,0,1,1900-01-01,0,90.82888763139684,Critical,Churn Risk,64608.06589213884,43.47917996677078
TRX-82929,25/07/2025,electricity bill,100.9001515802029,0.9,It's too expensive!!!,100.9001515802029,151350.22737030435,0,0,1900-01-01,0,90.81013642218261,Critical,Pricing Complaint,64698.87602856102,43.54029230947577
TRX-44690,2025-11-16,netflix,97.37009026259962,0.932603693513417,,97.37009026259962,146055.13539389943,0,0,1900-01-01,0,90.8077058166352,Critical,General Inquiry,64789.68373437766,43.601403016460296
TRX-87364,,netflix,$100.88,0.9,    Spaces at the beginning,100.88,151320.0,0,1,1900-01-01,0,90.792,Critical,General Inquiry,64880.47573437766,43.66250315392817
TRX-41897,2025-10-10,internet provider,$100.86,0.9,    Spaces at the beginning,100.86,151290.0,0,0,2025-10-10,0,90.774,Critical,General Inquiry,64971.249734377656,43.72359117796672
TRX-5322,,electricity bill,100.80886658366,0.9,Stop charging me.,100.80886658366,151213.29987549002,0,1,1900-01-01,0,90.72797992529401,Critical,Churn Risk,65061.97771430295,43.78464823195405
TRX-86138,2026-03-01,electricity bill,$100.75,0.9,Negotiation needed ASAP,100.75,151125.0,0,0,2026-01-03,0,90.675,Critical,General Inquiry,65152.65271430295,43.845669632131376
TRX-47441,2026-03-01,netflix,100.6373158552165,0.9,,100.6373158552165,150955.97378282476,0,0,2026-01-03,0,90.57358426969485,Critical,General Inquiry,65243.22629857265,43.90662278273756
TRX-67856,2025-11-13,spotify,$100.61,0.9,Stop charging me.,100.61,150915.0,0,0,1900-01-01,0,90.549,Critical,Churn Risk,65333.77529857265,43.96755938890966
TRX-68608,01/06/2025,internet provider,100.3977493166451,0.9,It's too expensive!!!,100.3977493166451,150596.62397496766,0,0,1900-01-01,0,90.3579743849806,Critical,Pricing Complaint,65424.13327295763,44.02836744089929
TRX-20891,2026-03-01,cloud storage,100.1652503277068,0.9,,100.1652503277068,150247.8754915602,0,0,2026-01-03,0,90.14872529493613,Critical,General Inquiry,65514.28199825257,44.089034674885475
TRX-60429,,electricity bill,141.2170030603976,0.6375423362113399,Stop charging me.,141.2170030603976,211825.5045905964,0,1,1900-01-01,1,90.03181804388981,Critical,Churn Risk,65604.31381629646,44.14962323399821
TRX-24877,2025-06-21,netflix,$99.89,0.9,,99.89,149835.0,0,0,1900-01-01,0,89.901,Critical,General Inquiry,65694.21481629646,44.210123756714964
TRX-97755,2025-06-16,electricity bill,$99.78,0.9,    Spaces at the beginning,99.78,149670.0,0,0,1900-01-01,0,89.802,Critical,General Inquiry,65784.01681629645,44.27055765557048
TRX-39048,2025-10-06,netflix,99.62440266720344,0.9,Stop charging me.,99.62440266720344,149436.60400080515,0,0,2025-06-10,0,89.6619624004831,Critical,Churn Risk,65873.67877869694,44.330897313561366
TRX-19036,2026-03-01,internet provider,$99.59,0.9,    Spaces at the beginning,99.59,149385.0,0,0,2026-01-03,0,89.631,Critical,General Inquiry,65963.30977869693,44.39121613483838
TRX-4164,2025-06-17,netflix,129.4019298057656,0.6917412992621771,,129.4019298057656,194102.8947086484,0,0,1900-01-01,1,89.51265905087334,Critical,General Inquiry,66052.8224377478,44.4514553164086
TRX-68899,,internet provider,$142.86,0.6265145083043746,,142.86,214290.00000000003,0,1,1900-01-01,1,89.50386265636297,Critical,General Inquiry,66142.32630040417,44.51168857828419
TRX-66181,,electricity bill,126.6495191457009,0.7061735794592615,,126.6495191457009,189974.27871855136,0,1,1900-01-01,1,89.43654427191389,Critical,General Inquiry,66231.76284467608,44.57187653702137
TRX-91489,2026-03-01,cloud storage,135.8677397859072,0.6579991361915046,Stop charging me.,135.8677397859072,203801.60967886078,0,0,2026-01-03,1,89.40085541541906,Critical,Churn Risk,66321.16370009149,44.63204047828962
TRX-65927,2026-03-01,netflix,99.31372880653376,0.9,Stop charging me.,99.31372880653376,148970.59320980063,0,0,2026-01-03,0,89.38235592588039,Critical,Churn Risk,66410.54605601737,44.69219196998793
TRX-97288,2025-08-30,cloud storage,$135.73,0.6581739001685297,Negotiation needed ASAP,135.73,203594.99999999997,0,0,1900-01-01,1,89.33394346987453,Critical,General Inquiry,66499.87999948724,44.75231088163826
TRX-81734,22/07/2025,spotify,$99.25,0.9000062986131367,Stop charging me.,99.25,148875.0,0,0,1900-01-01,0,89.32562513735382,Critical,Churn Risk,66589.20562462459,44.81242419531453
TRX-86606,,spotify,$99.25,0.9,Negotiation needed ASAP,99.25,148875.0,0,1,1900-01-01,0,89.325,Critical,General Inquiry,66678.53062462459,44.87253708829317
TRX-2790,,internet provider,99.21649035950387,0.9,It's too expensive!!!,99.21649035950387,148824.7355392558,0,1,1900-01-01,0,89.29484132355348,Critical,Pricing Complaint,66767.82546594815,44.932629685438755
TRX-87588,13/09/2025,cloud storage,99.2004948820291,0.9,,99.2004948820291,148800.74232304367,0,0,1900-01-01,0,89.2804453938262,Critical,General Inquiry,66857.10591134198,44.99271259458004
TRX-47499,2026-03-01,spotify,99.17846296704622,0.9,    Spaces at the beginning,99.17846296704622,148767.6944505693,0,0,2026-01-03,0,89.26061667034159,Critical,General Inquiry,66946.36652801232,45.05278215961909
TRX-11826,2025-06-20,gym membership,99.1734004973646,0.9,,99.1734004973646,148760.1007460469,0,0,1900-01-01,0,89.25606044762814,Critical,General Inquiry,67035.62258845996,45.112848658464706
TRX-47868,2025-05-22,gym membership,106.3532633757244,0.8392029492383748,,106.3532633757244,159529.8950635866,0,0,1900-01-01,0,89.25197228603355,Critical,General Inquiry,67124.87456074599,45.17291240610717
TRX-1413,2025-12-31,spotify,$99.16,0.9,Negotiation needed ASAP,99.16,148740.0,0,0,1900-01-01,0,89.244,Critical,General Inquiry,67214.11856074599,45.232970788653915
TRX-49305,30/10/2025,netflix,99.10957230952594,0.9,    Spaces at the beginning,99.10957230952594,148664.3584642889,0,0,1900-01-01,0,89.19861507857335,Critical,General Inquiry,67303.31717582456,45.29299862858743
TRX-43362,30/11/2025,cloud storage,99.05296476177725,0.9,,99.05296476177725,148579.44714266586,0,0,1900-01-01,0,89.14766828559952,Critical,General Inquiry,67392.46484411016,45.35299218294454
TRX-64575,2025-11-17,cloud storage,$98.92,0.9,It's too expensive!!!,98.92,148380.0,0,0,1900-01-01,0,89.028,Critical,Pricing Complaint,67481.49284411017,45.41290520433949
TRX-75262,,internet provider,98.8956600550091,0.9,,98.8956600550091,148343.49008251366,0,1,1900-01-01,0,89.00609404950819,Critical,General Inquiry,67570.49893815967,45.47280348372427
TRX-82179,2026-03-01,cloud storage,140.0742503459144,0.6348322394419366,Stop charging me.,140.0742503459144,210111.37551887162,0,0,2026-01-03,1,88.9236500352473,Critical,Churn Risk,67659.42258819491,45.53264628090131
TRX-16276,2026-03-17,electricity bill,103.3253457865818,0.8602061960672099,Negotiation needed ASAP,103.3253457865818,154988.0186798727,0,0,1900-01-01,0,88.88110265640465,Critical,General Inquiry,67748.30369085132,45.592460445041354
TRX-12091,2026-03-26,cloud storage,$98.64,0.9,,98.64,147960.0,0,0,1900-01-01,0,88.776,Critical,General Inquiry,67837.07969085131,45.65220387842588
TRX-90466,2026-03-01,cloud storage,$134.59,0.6579992403293777,Negotiation needed ASAP,134.59,201885.0,0,0,2026-01-03,1,88.56011775593095,Critical,General Inquiry,67925.63980860724,45.711802029904625
TRX-73082,,gym membership,98.3996083236249,0.9,    Spaces at the beginning,98.3996083236249,147599.41248543735,0,1,1900-01-01,0,88.55964749126241,Critical,General Inquiry,68014.1994560985,45.77139986491016
TRX-11787,2026-03-01,electricity bill,$98.37,0.9,    Spaces at the beginning,98.37,147555.0,0,0,2026-01-03,0,88.533,Critical,General Inquiry,68102.7324560985,45.83097976699892
TRX-29764,2026-03-01,spotify,$98.35,0.9,,98.35,147525.0,0,0,2026-01-03,0,88.515,Critical,General Inquiry,68191.2474560985,45.890547555658365
TRX-91889,2026-02-18,cloud storage,$120.63,0.7335957248806887,It's too expensive!!!,120.63,180945.0,0,0,1900-01-01,1,88.49365229235747,Critical,Pricing Complaint,68279.74110839085,45.9501009779874
TRX-14449,,cloud storage,98.28099179766227,0.9,,98.28099179766227,147421.4876964934,0,1,1900-01-01,0,88.45289261789604,Critical,General Inquiry,68368.19400100874,46.009626970347774
TRX-99683,2026-01-15,netflix,$98.08,0.9,Negotiation needed ASAP,98.08,147120.0,0,0,1900-01-01,0,88.272,Critical,General Inquiry,68456.46600100874,46.06903122771146
TRX-11022,2025-07-11,internet provider,98.07302584238002,0.9,Stop charging me.,98.07302584238002,147109.53876357002,0,0,2025-11-07,0,88.26572325814202,Critical,Churn Risk,68544.73172426688,46.12843126102689
TRX-58318,,cloud storage,$97.94,0.9,    Spaces at the beginning,97.94,146910.0,0,1,1900-01-01,0,88.146,Critical,General Inquiry,68632.87772426687,46.18775072438536
TRX-94118,2026-03-01,netflix,97.92850566356233,0.9,Stop charging me.,97.92850566356233,146892.7584953435,0,0,2026-01-03,0,88.1356550972061,Critical,Churn Risk,68721.01337936409,46.247063225952246
TRX-80493,2026-03-01,internet provider,$97.86,0.9,,97.86,146790.0,0,0,2026-01-03,0,88.074,Critical,General Inquiry,68809.08737936408,46.30633423559346
TRX-90682,2026-03-01,gym membership,$97.76,0.9,Negotiation needed ASAP,97.76,146640.0,0,0,2026-01-03,0,87.98400000000001,Critical,General Inquiry,68897.07137936408,46.36554467808809
TRX-86375,26/09/2025,internet provider,$106.63,0.8251252041676292,,106.63,159945.0,0,0,1900-01-01,0,87.9831005203943,Critical,General Inquiry,68985.05447988446,46.424754515261476
TRX-42459,,electricity bill,$97.71,0.9,It's too expensive!!!,97.71,146565.0,0,1,1900-01-01,0,87.939,Critical,Pricing Complaint,69072.99347988446,46.48393467418283
TRX-16789,,internet provider,$97.66,0.9,    Spaces at the beginning,97.66,146490.0,0,1,1900-01-01,0,87.894,Critical,General Inquiry,69160.88747988446,46.54308454953089
TRX-98017,2026-03-01,cloud storage,97.64506714647479,0.9,    Spaces at the beginning,97.64506714647479,146467.60071971218,0,0,2026-01-03,0,87.8805604318273,Critical,General Inquiry,69248.7680403163,46.60222538047567
TRX-15677,19/06/2025,cloud storage,$126.24,0.6959324809479037,    Spaces at the beginning,126.24,189360.0,0,0,1900-01-01,1,87.85451639486337,Critical,General Inquiry,69336.62255671115,46.66134868460928
TRX-12414,2025-05-19,spotify,140.6277087673541,0.6247088183694557,Stop charging me.,140.6277087673541,210941.56315103115,0,0,1900-01-01,1,87.85136977405773,Critical,Churn Risk,69424.47392648521,46.72046987116686
TRX-82770,,internet provider,$100.42,0.8740887919040801,    Spaces at the beginning,100.42,150630.0,0,1,1900-01-01,0,87.77599648300772,Critical,General Inquiry,69512.24992296821,46.77954033388925
TRX-65076,2026-03-01,cloud storage,97.52764841223782,0.9,Negotiation needed ASAP,97.52764841223782,146291.47261835673,0,0,2026-01-03,0,87.77488357101404,Critical,General Inquiry,69600.02480653922,46.838610047657156
TRX-63664,2026-03-01,cloud storage,97.33778958083964,0.9,,97.33778958083964,146006.68437125947,0,0,2026-01-03,0,87.60401062275568,Critical,General Inquiry,69687.62881716198,46.89756476934836
TRX-63617,,gym membership,97.33737022285078,0.9,,97.33737022285078,146006.05533427617,0,1,1900-01-01,0,87.60363320056571,Critical,General Inquiry,69775.23245036254,46.95651923704638
TRX-99847,2026-03-01,electricity bill,97.3029627370677,0.9,Negotiation needed ASAP,97.3029627370677,145954.44410560155,0,0,2026-01-03,0,87.57266646336093,Critical,General Inquiry,69862.8051168259,47.01545286511206
TRX-54681,31/01/2026,electricity bill,$88.35,0.9895634145027072,It's too expensive!!!,88.35,132525.0,0,0,1900-01-01,0,87.42792767131418,Critical,Pricing Complaint,69950.23304449722,47.0742890885596
TRX-25977,13/02/2026,spotify,$119.47,0.731373337218069,It's too expensive!!!,119.47,179205.0,0,0,1900-01-01,0,87.3771725974427,Critical,Pricing Complaint,70037.61021709465,47.13309115545158
TRX-32417,,netflix,$96.90,0.9,Stop charging me.,96.9,145350.0,0,1,1900-01-01,0,87.21000000000001,Critical,Churn Risk,70124.82021709466,47.19178072048566
TRX-62431,23/11/2025,cloud storage,121.5134619203142,0.7175689566521627,Negotiation needed ASAP,121.5134619203142,182270.1928804713,0,0,1900-01-01,1,87.19428808935216,Critical,General Inquiry,70212.01450518401,47.250459711901996
TRX-79770,24/10/2025,netflix,96.78028029782656,0.9,Negotiation needed ASAP,96.78028029782656,145170.42044673985,0,0,1900-01-01,0,87.10225226804391,Critical,General Inquiry,70299.11675745205,47.30907676612857
TRX-89316,2026-03-01,netflix,96.74602927476738,0.9,    Spaces at the beginning,96.74602927476738,145119.04391215107,0,0,2026-01-03,0,87.07142634729064,Critical,General Inquiry,70386.18818379934,47.3676730754878
TRX-5122,2026-03-01,netflix,$108.97,0.7981733454544478,Stop charging me.,108.97,163455.0,0,0,2026-01-03,0,86.97694945417118,Critical,Churn Risk,70473.16513325351,47.426205804893314
TRX-83934,28/10/2025,netflix,96.38045248203152,0.9,,96.38045248203152,144570.67872304728,0,0,1900-01-01,0,86.74240723382836,Critical,General Inquiry,70559.90754048734,47.48458069482064
TRX-53283,,netflix,96.25259409098408,0.9,Stop charging me.,96.25259409098408,144378.8911364761,0,1,1900-01-01,0,86.62733468188567,Critical,Churn Risk,70646.53487516924,47.542878144568846
TRX-16616,2025-10-13,netflix,$142.36,0.6077737442620798,Negotiation needed ASAP,142.36,213540.00000000003,0,0,1900-01-01,1,86.52267023314968,Critical,General Inquiry,70733.0575454024,47.6011051584614
TRX-70667,2025-04-21,cloud storage,96.1262666874501,0.9,Stop charging me.,96.1262666874501,144189.40003117514,0,0,1900-01-01,0,86.51364001870509,Critical,Churn Risk,70819.5711854211,47.659326095305936
TRX-49511,2025-09-22,netflix,96.10441655652062,0.9,,96.10441655652062,144156.62483478093,0,0,1900-01-01,0,86.49397490086857,Critical,General Inquiry,70906.06516032196,47.71753379814964
TRX-21479,10/11/2025,internet provider,$140.54,0.6152061833841402,It's too expensive!!!,140.54,210810.0,0,0,1900-01-01,1,86.46107701280707,Critical,Pricing Complaint,70992.52623733477,47.7757193617577
TRX-40971,2025-08-03,electricity bill,95.80235726453964,0.9,    Spaces at the beginning,95.80235726453964,143703.53589680945,0,0,2025-03-08,0,86.22212153808567,Critical,General Inquiry,71078.74835887285,47.83374411590728
TRX-71047,2026-03-01,electricity bill,$101.51,0.8475999378954187,Stop charging me.,101.51,152265.0,0,0,2026-01-03,0,86.03986969576395,Critical,Churn Risk,71164.78822856862,47.891646220345216
TRX-92556,2026-03-01,netflix,95.58115333900734,0.9,Stop charging me.,95.58115333900734,143371.73000851102,0,0,2026-01-03,0,86.02303800510661,Critical,Churn Risk,71250.81126657373,47.949536997588986
TRX-84287,21/09/2025,cloud storage,112.4964830807226,0.7643589228077666,    Spaces at the beginning,112.4964830807226,168744.7246210839,0,0,1900-01-01,0,85.98769062724327,Critical,General Inquiry,71336.79895720097,48.007403987168125
TRX-93967,24/01/2026,cloud storage,$95.53,0.9,Negotiation needed ASAP,95.53,143295.0,0,0,1900-01-01,0,85.977,Critical,General Inquiry,71422.77595720097,48.065263782294075
TRX-2559,2026-03-01,netflix,95.5282175966751,0.9,,95.5282175966751,143292.32639501267,0,0,2026-01-03,0,85.9753958370076,Critical,General Inquiry,71508.75135303798,48.12312249786919
TRX-98211,2025-11-04,spotify,$95.46,0.9,It's too expensive!!!,95.46,143190.0,0,0,2025-04-11,0,85.914,Critical,Pricing Complaint,71594.66535303798,48.180939895992545
TRX-59436,17/04/2025,spotify,95.45606200824949,0.9,Negotiation needed ASAP,95.45606200824949,143184.09301237424,0,0,1900-01-01,0,85.91045580742454,Critical,General Inquiry,71680.5758088454,48.23875490898665
TRX-26565,,cloud storage,129.5834520178109,0.662688947473015,It's too expensive!!!,129.5834520178109,194375.17802671637,0,1,1900-01-01,1,85.87352142760305,Critical,Pricing Complaint,71766.44933027301,48.29654506631413
TRX-65450,2026-03-01,internet provider,95.26711569777893,0.9,Negotiation needed ASAP,95.26711569777893,142900.6735466684,0,0,2026-01-03,0,85.74040412800105,Critical,General Inquiry,71852.189734401,48.35424563991943
TRX-88172,2025-12-02,electricity bill,95.00713985850865,0.9,    Spaces at the beginning,95.00713985850865,142510.709787763,0,0,2025-02-12,0,85.50642587265779,Critical,General Inquiry,71937.69616027367,48.411788753577085
TRX-49134,2026-03-26,spotify,$94.91,0.9,    Spaces at the beginning,94.91,142365.0,0,0,1900-01-01,0,85.419,Critical,General Inquiry,72023.11516027366,48.46927303239425
TRX-33762,2026-03-01,spotify,94.78876252105962,0.9,,94.78876252105962,142183.14378158943,0,0,2026-01-03,0,85.30988626895366,Critical,General Inquiry,72108.42504654262,48.526683881129834
TRX-79411,2025-05-28,internet provider,94.7270284628345,0.9,,94.7270284628345,142090.54269425175,0,0,1900-01-01,0,85.25432561655104,Critical,General Inquiry,72193.67937215917,48.58405733930789
TRX-33266,2026-01-14,internet provider,93.21282859947334,0.9145033419511077,Stop charging me.,93.21282859947334,139819.24289921002,0,0,1900-01-01,0,85.24344326693416,Critical,Churn Risk,72278.9228154261,48.641423474009684
TRX-22354,2025-11-10,electricity bill,$94.70,0.9,Negotiation needed ASAP,94.7,142050.0,0,0,2025-10-11,0,85.23,Critical,General Inquiry,72364.1528154261,48.698780561819035
TRX-50670,2026-03-01,electricity bill,142.7292549484628,0.5950965625193534,Stop charging me.,142.7292549484628,214093.88242269418,0,0,2026-01-03,1,84.93768899077862,Critical,Churn Risk,72449.09050441688,48.75594093358681
TRX-96840,2025-11-06,electricity bill,$94.35,0.9,It's too expensive!!!,94.35,141525.0,0,0,2025-06-11,0,84.91499999999999,Critical,Pricing Complaint,72534.00550441687,48.81308603638313
TRX-35217,07/04/2026,spotify,94.08459350647365,0.9,    Spaces at the beginning,94.08459350647365,141126.8902597105,0,0,1900-01-01,0,84.67613415582629,Critical,General Inquiry,72618.6816385727,48.8700703900395
TRX-60061,,internet provider,$114.45,0.7397525518380188,It's too expensive!!!,114.45,171675.0,0,1,1900-01-01,0,84.66467955786125,Critical,Pricing Complaint,72703.34631813056,48.927047035114605
TRX-36857,2026-03-01,gym membership,$93.94,0.9,,93.94,140910.0,0,0,2026-01-03,0,84.546,Critical,General Inquiry,72787.89231813056,48.98394381260996
TRX-73345,03/12/2025,gym membership,133.0729575374473,0.6346252809864924,,133.0729575374473,199609.43630617097,0,0,1900-01-01,1,84.45146306890607,Critical,General Inquiry,72872.34378119947,49.04077696974796
TRX-1617,,electricity bill,$93.26,0.9044307740322491,It's too expensive!!!,93.26,139890.0,0,1,1900-01-01,0,84.34721398624755,Critical,Pricing Complaint,72956.69099518571,49.097539970558515
TRX-64829,,internet provider,$93.64,0.9,Stop charging me.,93.64,140460.0,0,1,1900-01-01,0,84.276,Critical,Churn Risk,73040.9669951857,49.15425504661414
TRX-78253,2025-12-01,gym membership,93.60644249489862,0.9,,93.60644249489862,140409.6637423479,0,0,2025-01-12,0,84.24579824540875,Critical,General Inquiry,73125.21279343111,49.21094979784646
TRX-95943,2026-03-01,gym membership,125.2859195104815,0.6712029234100454,Stop charging me.,125.2859195104815,187928.87926572227,0,0,2026-01-03,1,84.09227543755082,Critical,Churn Risk,73209.30506886866,49.26754123309649
TRX-84533,03/11/2025,electricity bill,$93.42,0.9,Stop charging me.,93.42,140130.0,0,0,1900-01-01,0,84.078,Critical,Churn Risk,73293.38306886866,49.32412306142964
TRX-43216,2026-03-01,gym membership,145.0125494353824,0.5797437833029323,Stop charging me.,145.0125494353824,217518.8241530736,0,0,2026-01-03,1,84.07012403607209,Critical,Churn Risk,73377.45319290472,49.38069958948877
